job_id,cv_id,source,rank_for_job,ranking_score,tfidf_score,semantic_score,bm25_score,skill_jaccard_score,must_have_coverage,nice_to_have_coverage,skill_score,experience_score,cv_quality_score,final_score_v1,final_score_v2_bm25,fusion_minmax_normalized_v1,final_score_raw,final_score,learned_fusion_score,score_check,score_diff,score_warning,matched_required_skills,missing_critical_skills,matched_optional_skills,missing_optional_skills,cv_years_experience,job_min_years_experience,explanation,suggested_improvements,experience_note
vanetik_vacancy_001,vanetik_cv_038,vacancy_resume_matching,1,0.7510143843229032,0.0912797387416252,0.4754394292831421,0.7601194616991708,0.42857142857142855,0.6,0.0,0.6,1.0,0.45,0.41835170880866857,0.513703684346026,0.7385866887762967,0.41835170880866857,0.41835170880866857,0.24246275,0.41835170880866857,0.0,,agile;javascript;scrum,angular;csharp,,,5.0,5.0,Must-have coverage=0.60; nice-to-have coverage=0.00. Semantic similarity≈0.475. Experience: deneyim_tamam:5.0_>=_5.0. Matched skills: Agile;JavaScript;Scrum; Missing critical: angular;csharp.,"Öne çıkarın veya edinin: angular, csharp.",deneyim_tamam:5.0_>=_5.0
vanetik_vacancy_001,vanetik_cv_014,vacancy_resume_matching,2,0.7455378239848776,0.11121951319324311,0.5310238599777222,1.0,0.2,0.4,0.0,0.4,0.0,0.7,0.30478518060983784,0.44056084329274137,0.7237529535788287,0.30478518060983784,0.30478518060983784,0.39566138,0.30478518060983784,0.0,,csharp;javascript,agile;angular;scrum,,,0.0,5.0,Must-have coverage=0.40; nice-to-have coverage=0.00. Semantic similarity≈0.531. Experience: deneyim_eksik:0.0_<_gerekli_5.0. Matched skills: C#;JavaScript; Missing critical: agile;angular;scrum.,"Öne çıkarın veya edinin: agile, angular, scrum. Deneyim yılını net tarih aralıklarıyla gösterin.",deneyim_eksik:0.0_<_gerekli_5.0
vanetik_vacancy_001,vanetik_cv_025,vacancy_resume_matching,3,0.716923769815659,0.09398299847221121,0.5534740090370178,0.7337079643379468,0.21428571428571427,0.6,0.0,0.6,0.0,0.7,0.34660995262823013,0.4286058447448966,0.7382550477272974,0.34660995262823013,0.34660995262823013,0.40412164,0.34660995262823013,0.0,,angular;csharp;javascript,agile;scrum,,,0.0,5.0,Must-have coverage=0.60; nice-to-have coverage=0.00. Semantic similarity≈0.553. Experience: deneyim_eksik:0.0_<_gerekli_5.0. Matched skills: Angular;C#;JavaScript; Missing critical: agile;scrum.,"Öne çıkarın veya edinin: agile, scrum. Deneyim yılını net tarih aralıklarıyla gösterin.",deneyim_eksik:0.0_<_gerekli_5.0
vanetik_vacancy_001,vanetik_cv_004,vacancy_resume_matching,4,0.6998160757777536,0.08461328849935702,0.45112451910972595,0.939139000508913,0.3076923076923077,0.8,0.0,0.8,0.0,0.7999999999999999,0.34750823266317904,0.4817622520040533,0.6367835859463595,0.34750823266317904,0.34750823266317904,0.41026962,0.34750823266317904,0.0,,agile;angular;javascript;scrum,csharp,,,0.0,5.0,Must-have coverage=0.80; nice-to-have coverage=0.00. Semantic similarity≈0.451. Experience: deneyim_eksik:0.0_<_gerekli_5.0. Matched skills: Agile;Angular;JavaScript;Scrum; Missing critical: csharp.,Öne çıkarın veya edinin: csharp. Deneyim yılını net tarih aralıklarıyla gösterin.,deneyim_eksik:0.0_<_gerekli_5.0
vanetik_vacancy_001,vanetik_cv_049,vacancy_resume_matching,5,0.6387250768480436,0.05646759874590967,0.5541262626647949,0.5673155771874255,0.16666666666666666,0.4,0.0,0.4,1.0,0.6,0.3937078514937466,0.4461115807901613,0.6553667459747818,0.3937078514937466,0.3937078514937466,0.24217942,0.39370785149374654,0.0,,agile;javascript,angular;csharp;scrum,,,20.0,5.0,Must-have coverage=0.40; nice-to-have coverage=0.00. Semantic similarity≈0.554. Experience: deneyim_tamam:20.0_>=_5.0. Matched skills: Agile;JavaScript; Missing critical: angular;csharp;scrum.,"Öne çıkarın veya edinin: angular, csharp, scrum.",deneyim_tamam:20.0_>=_5.0
vanetik_vacancy_001,vanetik_cv_011,vacancy_resume_matching,6,0.635329704693711,0.08904069032321905,0.5573582053184509,0.6226099879028546,0.25,0.4,0.0,0.4,0.0,0.4,0.3062396134745845,0.3661217214909884,0.6751307899583961,0.3062396134745845,0.3062396134745845,0.40419647,0.3062396134745845,0.0,,agile;csharp,angular;javascript;scrum,,,0.0,5.0,Must-have coverage=0.40; nice-to-have coverage=0.00. Semantic similarity≈0.557. Experience: deneyim_eksik:0.0_<_gerekli_5.0. Matched skills: Agile;C#; Missing critical: angular;javascript;scrum.,"Öne çıkarın veya edinin: angular, javascript, scrum. Deneyim yılını net tarih aralıklarıyla gösterin.",deneyim_eksik:0.0_<_gerekli_5.0
vanetik_vacancy_001,vanetik_cv_047,vacancy_resume_matching,7,0.6281346183111863,0.10343561697732583,0.4920411705970764,0.9226549771059097,0.1,0.2,0.0,0.2,0.0,0.8,0.24841687565104076,0.3734001923147825,0.6010450720460061,0.24841687565104076,0.24841687565104076,0.3982452,0.24841687565104076,0.0,,csharp,agile;angular;javascript;scrum,,,0.0,5.0,Must-have coverage=0.20; nice-to-have coverage=0.00. Semantic similarity≈0.492. Experience: deneyim_eksik:0.0_<_gerekli_5.0. Matched skills: C#; Missing critical: agile;angular;javascript;scrum.,"Öne çıkarın veya edinin: agile, angular, javascript, scrum. Deneyim yılını net tarih aralıklarıyla gösterin.",deneyim_eksik:0.0_<_gerekli_5.0
vanetik_vacancy_001,vanetik_cv_026,vacancy_resume_matching,8,0.6029933574471338,0.07736948532442042,0.5229101181030273,0.7513691948161944,0.15384615384615385,0.4,0.0,0.4,0.0,0.6333333333333333,0.2900978611996067,0.38034373982010083,0.5938073258774528,0.2900978611996067,0.2900978611996067,0.4049544,0.2900978611996067,0.0,,javascript;scrum,agile;angular;csharp,,,0.0,5.0,Must-have coverage=0.40; nice-to-have coverage=0.00. Semantic similarity≈0.523. Experience: deneyim_eksik:0.0_<_gerekli_5.0. Matched skills: JavaScript;Scrum; Missing critical: agile;angular;csharp.,"Öne çıkarın veya edinin: agile, angular, csharp. Deneyim yılını net tarih aralıklarıyla gösterin.",deneyim_eksik:0.0_<_gerekli_5.0
vanetik_vacancy_001,vanetik_cv_064,vacancy_resume_matching,9,0.5836365895703721,0.04632366604773772,0.5651666522026062,0.3754336844069903,0.18181818181818182,0.4,0.0,0.4,1.0,0.6,0.3940216113876204,0.40795931644398403,0.6319697937645636,0.3940216113876204,0.3940216113876204,0.24555236,0.3940216113876204,0.0,,angular;javascript,agile;csharp;scrum,,,6.0,5.0,Must-have coverage=0.40; nice-to-have coverage=0.00. Semantic similarity≈0.565. Experience: deneyim_tamam:6.0_>=_5.0. Matched skills: Angular;JavaScript; Missing critical: agile;csharp;scrum.,"Öne çıkarın veya edinin: agile, csharp, scrum.",deneyim_tamam:6.0_>=_5.0
vanetik_vacancy_001,vanetik_cv_052,vacancy_resume_matching,10,0.5818796981389225,0.05952991625275829,0.43444353342056274,0.48731909319470335,0.21428571428571427,0.6,0.0,0.6,1.0,0.7666666666666666,0.39289070738566234,0.44095718105727094,0.5781822312999745,0.39289070738566234,0.39289070738566234,0.25166917,0.39289070738566234,0.0,,agile;csharp;javascript,angular;scrum,,,10.0,5.0,Must-have coverage=0.60; nice-to-have coverage=0.00. Semantic similarity≈0.434. Experience: deneyim_tamam:10.0_>=_5.0. Matched skills: Agile;C#;JavaScript; Missing critical: angular;scrum.,"Öne çıkarın veya edinin: angular, scrum.",deneyim_tamam:10.0_>=_5.0
